Experiment Number,Training Time (s),Inference Time (s)
1,1.8807215690612793,1.092378854751587
2,2.6390416622161865,1.012831211090088
3,2.7269070148468018,0.9893605709075928
4,2.6855952739715576,0.9805562496185303
5,2.6701724529266357,0.9991970062255859
6,2.6915690898895264,0.9773554801940918
7,2.678928852081299,0.9806544780731201
8,2.7001166343688965,1.0465357303619385
9,2.6378488540649414,0.9959800243377686
10,2.726187229156494,1.0351457595825195
